CookerStat, GenerateAssetRegistry=0.023611, Initialize=0.129707, RunGuid=RunIDF83F88DD436B891F37AC00BDC28C4F95
SavePackageTransactionIdF9E92CCE442125A4224435A7A4193330_0, Filename=../../../../../../Users/emanu/OneDrive/Documentos/Unreal Projects/OverEdge/Content/TwinStickBP/Blueprints/GameMode.uasset, AutoPackageBackupDelegate=0.233248, FlushAsyncLoading=0.013936, FlushStreamingFunc=0.103541, BlockTillAllRequestsFinished=0.012513, ResetLoadersForSaveUnMarkAllObjects=0.213906, TagPackageExports=0.643700, BeginCacheForCookedPlatformData=0.005692, SerializeImports=1.641259, GatherLocalizableTextData=0.788204, MarkNames=0.031002, SerializeSummary=0.024181, SerializeNames=0.133403, SerializeGatherableTextData=0.008535, BuildExportMap=0.101831, SortExportsNonSeekfree=0.080783, SortExportsSeekfreeConstructor=0.126012, SortExportsSeekfreeInner=8.479368, SortExportsSeekfree=0.007682, BuildDependencyMap=0.034418, SerializeImportMap=0.012230, SerializeExportMap=0.009954, SerializeDependencyMap=0.003412, SerializeStringAssetReferenceMap=0.003412, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.585109, SerializeExports=0.827458, SerializeBulkData=0.015929, MoveFile=4.154068, UnaccountedTime=3.423035, RunGuid=RunIDF83F88DD436B891F37AC00BDC28C4F95
SavePackageTransactionIdF9E92CCE442125A4224435A7A4193330_1, Filename=../../../../../../Users/emanu/OneDrive/Documentos/Unreal Projects/OverEdge/Content/TwinStickBP/Blueprints/TwinStickGameMode.uasset, AutoPackageBackupDelegate=5.716249, FlushAsyncLoading=0.007395, FlushStreamingFunc=0.063147, BlockTillAllRequestsFinished=0.006542, ResetLoadersForSaveUnMarkAllObjects=0.128001, TagPackageExports=0.015076, BeginCacheForCookedPlatformData=0.001706, SerializeImports=0.633180, GatherLocalizableTextData=0.017349, MarkNames=0.007112, SerializeSummary=0.010811, SerializeNames=0.019342, SerializeGatherableTextData=0.001706, BuildExportMap=0.018205, SortExportsNonSeekfree=0.009671, SortExportsSeekfreeConstructor=0.009671, SortExportsSeekfreeInner=4.187633, SortExportsSeekfree=0.003412, BuildDependencyMap=0.008248, SerializeImportMap=0.099842, SerializeExportMap=0.037830, SerializeDependencyMap=0.001423, SerializeStringAssetReferenceMap=0.001423, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.048924, SerializeExports=0.009105, SerializeBulkData=0.003412, MoveFile=3.952108, UnaccountedTime=1.332633, RunGuid=RunIDF83F88DD436B891F37AC00BDC28C4F95
SavePackageTransactionIdF9E92CCE442125A4224435A7A4193330_2, Filename=../../../../../../Users/emanu/OneDrive/Documentos/Unreal Projects/OverEdge/Saved/Autosaves/Game/TwinStickBP/Maps/TwinStickExampleMap_Auto1.umap, AutoPackageBackupDelegate=4.988350, FlushAsyncLoading=0.012517, FlushStreamingFunc=0.052337, BlockTillAllRequestsFinished=0.006828, ResetLoadersForSaveUnMarkAllObjects=0.189725, TagPackageExports=0.567473, BeginCacheForCookedPlatformData=0.002559, SerializeImports=1.611393, GatherLocalizableTextData=6.654356, MarkNames=0.067700, SerializeSummary=0.018489, SerializeNames=0.354137, SerializeGatherableTextData=0.054043, BuildExportMap=0.199400, SortExportsNonSeekfree=0.139091, SortExportsSeekfreeConstructor=0.062864, SortExportsSeekfreeInner=12.259104, SortExportsSeekfree=0.007112, BuildDependencyMap=0.060301, SerializeImportMap=0.024177, SerializeExportMap=0.020765, SerializeDependencyMap=0.004269, SerializeStringAssetReferenceMap=0.001989, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.842247, SerializeExports=3.688995, SerializeBulkData=0.269372, MoveFile=3.994774, UnaccountedTime=0.186030, RunGuid=RunIDF83F88DD436B891F37AC00BDC28C4F95
SavePackageTransactionIdF9E92CCE442125A4224435A7A4193330_3, Filename=../../../../../../Users/emanu/OneDrive/Documentos/Unreal Projects/OverEdge/Saved/Autosaves/Game/TwinStickBP/Blueprints/GameMode_Auto1.uasset, AutoPackageBackupDelegate=4.303686, FlushAsyncLoading=0.007965, FlushStreamingFunc=0.054043, BlockTillAllRequestsFinished=0.006258, ResetLoadersForSaveUnMarkAllObjects=0.125442, TagPackageExports=1.250431, BeginCacheForCookedPlatformData=0.002559, SerializeImports=1.841512, GatherLocalizableTextData=0.899419, MarkNames=0.017636, SerializeSummary=0.011094, SerializeNames=0.085905, SerializeGatherableTextData=0.006542, BuildExportMap=0.059448, SortExportsNonSeekfree=0.074811, SortExportsSeekfreeConstructor=0.007395, SortExportsSeekfreeInner=5.062021, SortExportsSeekfree=0.005689, BuildDependencyMap=0.019625, SerializeImportMap=0.012230, SerializeExportMap=0.015076, SerializeDependencyMap=0.002276, SerializeStringAssetReferenceMap=0.001989, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.253160, SerializeExports=1.827002, SerializeBulkData=0.005405, MoveFile=12.139350, UnaccountedTime=0.178918, RunGuid=RunIDF83F88DD436B891F37AC00BDC28C4F95
SavePackageTransactionIdF9E92CCE442125A4224435A7A4193330_4, Filename=../../../../../../Users/emanu/OneDrive/Documentos/Unreal Projects/OverEdge/Content/TwinStickBP/Blueprints/Background.uasset, AutoPackageBackupDelegate=0.099272, FlushAsyncLoading=0.003412, FlushStreamingFunc=0.038687, BlockTillAllRequestsFinished=0.005689, ResetLoadersForSaveUnMarkAllObjects=0.109795, TagPackageExports=2.005353, BeginCacheForCookedPlatformData=0.002276, SerializeImports=2.648771, GatherLocalizableTextData=2.152979, MarkNames=0.026740, SerializeSummary=0.012230, SerializeNames=0.108089, SerializeGatherableTextData=0.093300, BuildExportMap=0.100408, SortExportsNonSeekfree=0.201959, SortExportsSeekfreeConstructor=0.054047, SortExportsSeekfreeInner=6.065264, SortExportsSeekfree=0.003699, BuildDependencyMap=0.029296, SerializeImportMap=0.011090, SerializeExportMap=0.018775, SerializeDependencyMap=0.004552, SerializeStringAssetReferenceMap=0.001989, SaveThumbNailsAssetRegistryDataWorldLevelInfo=7.132228, SerializeExports=2.932932, SerializeBulkData=0.005122, MoveFile=4.021797, UnaccountedTime=1.260668, RunGuid=RunIDF83F88DD436B891F37AC00BDC28C4F95
SavePackageTransactionIdF9E92CCE442125A4224435A7A4193330_5, Filename=../../../../../../Users/emanu/OneDrive/Documentos/Unreal Projects/OverEdge/Content/TwinStickBP/Blueprints/GroundBP.uasset, AutoPackageBackupDelegate=5.285312, FlushAsyncLoading=0.006825, FlushStreamingFunc=0.062581, BlockTillAllRequestsFinished=0.003982, ResetLoadersForSaveUnMarkAllObjects=0.111502, TagPackageExports=0.012517, BeginCacheForCookedPlatformData=0.000853, SerializeImports=0.458810, GatherLocalizableTextData=0.013940, MarkNames=0.005689, SerializeSummary=0.009671, SerializeNames=0.015929, SerializeGatherableTextData=0.001136, BuildExportMap=0.015646, SortExportsNonSeekfree=0.007682, SortExportsSeekfreeConstructor=0.008248, SortExportsSeekfreeInner=3.101897, SortExportsSeekfree=0.002842, BuildDependencyMap=0.007112, SerializeImportMap=0.082772, SerializeExportMap=0.028446, SerializeDependencyMap=0.001136, SerializeStringAssetReferenceMap=0.001423, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.037264, SerializeExports=0.007395, SerializeBulkData=0.002846, MoveFile=3.167886, UnaccountedTime=1.158267, RunGuid=RunIDF83F88DD436B891F37AC00BDC28C4F95
SavePackageTransactionIdF9E92CCE442125A4224435A7A4193330_6, Filename=../../../../../../Users/emanu/OneDrive/Documentos/Unreal Projects/OverEdge/Content/TwinStickBP/Blueprints/Ground_BP.uasset, AutoPackageBackupDelegate=5.370077, FlushAsyncLoading=0.005972, FlushStreamingFunc=0.047788, BlockTillAllRequestsFinished=0.007112, ResetLoadersForSaveUnMarkAllObjects=0.180908, TagPackageExports=3.820691, BeginCacheForCookedPlatformData=0.002276, SerializeImports=4.665502, GatherLocalizableTextData=4.061051, MarkNames=0.031859, SerializeSummary=0.013940, SerializeNames=0.234667, SerializeGatherableTextData=0.046935, BuildExportMap=0.109226, SortExportsNonSeekfree=0.396237, SortExportsSeekfreeConstructor=0.053760, SortExportsSeekfreeInner=7.797833, SortExportsSeekfree=0.003695, BuildDependencyMap=0.040676, SerializeImportMap=0.011377, SerializeExportMap=0.026170, SerializeDependencyMap=0.005405, SerializeStringAssetReferenceMap=0.001993, SaveThumbNailsAssetRegistryDataWorldLevelInfo=7.853869, SerializeExports=5.445737, SerializeBulkData=0.005122, MoveFile=4.331846, UnaccountedTime=1.284845, RunGuid=RunIDF83F88DD436B891F37AC00BDC28C4F95
SavePackageTransactionIdF9E92CCE442125A4224435A7A4193330_7, Filename=../../../../../../Users/emanu/OneDrive/Documentos/Unreal Projects/OverEdge/Saved/Autosaves/Game/TwinStickBP/Maps/TwinStickExampleMap_Auto2.umap, AutoPackageBackupDelegate=6.486248, FlushAsyncLoading=0.013940, FlushStreamingFunc=0.069689, BlockTillAllRequestsFinished=0.007112, ResetLoadersForSaveUnMarkAllObjects=0.153601, TagPackageExports=0.557233, BeginCacheForCookedPlatformData=0.002272, SerializeImports=1.268350, GatherLocalizableTextData=5.901143, MarkNames=0.043802, SerializeSummary=0.015929, SerializeNames=0.294119, SerializeGatherableTextData=0.045795, BuildExportMap=0.182901, SortExportsNonSeekfree=0.123449, SortExportsSeekfreeConstructor=0.059452, SortExportsSeekfreeInner=11.923168, SortExportsSeekfree=0.007682, BuildDependencyMap=0.057172, SerializeImportMap=0.020195, SerializeExportMap=0.018489, SerializeDependencyMap=0.008535, SerializeStringAssetReferenceMap=0.001989, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.690922, SerializeExports=2.417803, SerializeBulkData=0.223573, MoveFile=5.477883, UnaccountedTime=0.310618, RunGuid=RunIDF83F88DD436B891F37AC00BDC28C4F95
SavePackageTransactionIdF9E92CCE442125A4224435A7A4193330_8, Filename=../../../../../../Users/emanu/OneDrive/Documentos/Unreal Projects/OverEdge/Saved/Autosaves/Game/TwinStickBP/Blueprints/GameMode_Auto2.uasset, AutoPackageBackupDelegate=4.835885, FlushAsyncLoading=0.005689, FlushStreamingFunc=0.052907, BlockTillAllRequestsFinished=0.003982, ResetLoadersForSaveUnMarkAllObjects=0.101835, TagPackageExports=3.151104, BeginCacheForCookedPlatformData=0.004835, SerializeImports=3.711753, GatherLocalizableTextData=2.137333, MarkNames=0.025600, SerializeSummary=0.012234, SerializeNames=0.116054, SerializeGatherableTextData=0.095006, BuildExportMap=0.104390, SortExportsNonSeekfree=0.223290, SortExportsSeekfreeConstructor=0.008252, SortExportsSeekfreeInner=6.629892, SortExportsSeekfree=0.004835, BuildDependencyMap=0.034135, SerializeImportMap=0.011947, SerializeExportMap=0.020765, SerializeDependencyMap=0.010528, SerializeStringAssetReferenceMap=0.001989, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.586245, SerializeExports=4.690536, SerializeBulkData=0.006542, MoveFile=3.828373, UnaccountedTime=0.153601, RunGuid=RunIDF83F88DD436B891F37AC00BDC28C4F95
SavePackageTransactionIdF9E92CCE442125A4224435A7A4193330_9, Filename=../../../../../../Users/emanu/OneDrive/Documentos/Unreal Projects/OverEdge/Saved/Autosaves/Game/TwinStickBP/Blueprints/Ground_BP_Auto2.uasset, AutoPackageBackupDelegate=1.524635, FlushAsyncLoading=0.002846, FlushStreamingFunc=0.024177, BlockTillAllRequestsFinished=0.003129, ResetLoadersForSaveUnMarkAllObjects=0.092730, TagPackageExports=5.986758, BeginCacheForCookedPlatformData=0.002276, SerializeImports=7.681497, GatherLocalizableTextData=6.442442, MarkNames=0.041530, SerializeSummary=0.015642, SerializeNames=0.287291, SerializeGatherableTextData=0.056893, BuildExportMap=0.124019, SortExportsNonSeekfree=0.837412, SortExportsSeekfreeConstructor=0.009388, SortExportsSeekfreeInner=10.917932, SortExportsSeekfree=0.008818, BuildDependencyMap=0.080783, SerializeImportMap=0.013653, SerializeExportMap=0.039540, SerializeDependencyMap=0.013083, SerializeStringAssetReferenceMap=0.002276, SaveThumbNailsAssetRegistryDataWorldLevelInfo=7.763982, SerializeExports=10.450304, SerializeBulkData=0.007395, MoveFile=3.714025, UnaccountedTime=0.174366, RunGuid=RunIDF83F88DD436B891F37AC00BDC28C4F95
SavePackageTransactionIdF9E92CCE442125A4224435A7A4193330_10, Filename=../../../../../../Users/emanu/OneDrive/Documentos/Unreal Projects/OverEdge/Content/TwinStickBP/Blueprints/Ground_BP.uasset, AutoPackageBackupDelegate=5.417582, FlushAsyncLoading=0.009671, FlushStreamingFunc=0.048354, BlockTillAllRequestsFinished=0.005689, ResetLoadersForSaveUnMarkAllObjects=0.128571, TagPackageExports=8.162495, BeginCacheForCookedPlatformData=0.005405, SerializeImports=9.590987, GatherLocalizableTextData=8.473396, MarkNames=0.049777, SerializeSummary=0.015646, SerializeNames=0.287857, SerializeGatherableTextData=0.067983, BuildExportMap=0.144217, SortExportsNonSeekfree=1.199797, SortExportsSeekfreeConstructor=0.052907, SortExportsSeekfreeInner=12.542695, SortExportsSeekfree=0.006828, BuildDependencyMap=0.087611, SerializeImportMap=0.014506, SerializeExportMap=0.053760, SerializeDependencyMap=0.013653, SerializeStringAssetReferenceMap=0.002559, SaveThumbNailsAssetRegistryDataWorldLevelInfo=8.498993, SerializeExports=11.819918, SerializeBulkData=0.005405, MoveFile=4.553713, UnaccountedTime=2.941467, RunGuid=RunIDF83F88DD436B891F37AC00BDC28C4F95
